Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT
THE QUARTZ,0,21985.0,66131.0,3.01,544984,1,0, Sengkang,19,34.0,625.0,1249.0,1365.0,306.0,0.2351725430471973
THE QUAYSIDE,0,5781.0,16186.0,2.8,238252,0,0, Singapore River,9,45.0,79.0,1651.0,1750.0,557.0,0.629334606164657
THE QUINN,0,4821.0,6749.0,1.4,539763,0,1, Serangoon,19,27.0,139.0,1368.0,1797.0,941.0,0.5675816455425143
THE RAINTREE,0,16077.0,31207.0,1.94,587841,1,0, Bukit Panjang,21,35.0,315.0,1235.0,1350.0,402.0,0.8554106225879798
THE RAMFORD,0,989.0,1384.0,1.4,424326,0,1, Marine Parade,15,24.0,16.0,1566.0,1686.0,1450.0,0.9830920632867446
THE RED HOUSE,0,1583.0,4084.0,2.58,428776,0,0, Marine Parade,15,27.0,42.0,1431.0,1979.0,1253.0,1.595931407080585
THE REGALIA,0,5888.0,16485.0,2.8,238428,0,1, River Valley,9,50.0,116.0,1799.0,1799.0,521.0,0.6111781002369101
THE REGENCY AT TIONG BAHRU,0,6130.0,17164.0,2.8,169905,1,1, Bukit Merah,3,33.0,158.0,2178.0,2230.0,725.0,0.6222394149525611
THE RICHMOND,0,1655.0,4679.0,2.83,327950,0,1, Kallang,12,44.0,38.0,1361.0,1421.0,398.0,0.6850939803964149
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,0,5239.0,14668.0,2.8,229721,0,1, Newton,9,32.0,58.0,4239.0,5146.0,2508.0,0.5172689299728079
THE RIVERINE BY THE PARK,0,3282.0,11486.0,3.5,339098,0,1, Kallang,12,33.0,96.0,1902.0,2012.0,1123.0,0.3167811688859228
THE RIVERSIDE PIAZZA,0,2941.0,8235.0,2.8,59608,0,0, Singapore River,1,47.0,4.0,1581.0,1591.0,420.0,0.7190341354331551
THE ROCHESTER RESIDENCES,0,14331.0,77386.0,5.4,138638,0,0, Queenstown,5,32.0,366.0,1518.0,1835.0,788.0,0.2890256234454546
THE SANTORINI,0,17103.0,47888.0,2.8,528568,1,0, Tampines,18,26.0,597.0,1268.0,1469.0,770.0,1.367817637356344
THE SCALA,0,13877.0,38857.0,2.8,554475,0,0, Serangoon,19,30.0,468.0,1654.0,1774.0,866.0,0.1193960575762549
THE SCOTTS TOWER,0,6100.0,17079.0,2.8,228240,1,0, Newton,9,27.0,231.0,1980.0,4267.0,1858.0,0.3787749568287664
THE SEA VIEW,0,17241.0,36207.0,2.1,439942,1,1, Marine Parade,15,35.0,546.0,2220.0,2320.0,644.0,1.675705849875248
THE SEAFRONT ON MEYER,0,18684.0,52315.0,2.8,437878,1,1, Marine Parade,15,33.0,327.0,2007.0,2344.0,1190.0,1.235568654311629
THE SEAWIND,0,14214.0,895.0,0.06,423404,1,1, Bedok,15,28.0,222.0,1846.0,2144.0,1283.0,1.105944252789423
THE SENSORIA,0,6179.0,8643.0,1.4,758930,1,1, Sembawang,27,36.0,73.0,1013.0,1022.0,390.0,0.8629241847876377
THE SERENNIA,0,2570.0,3598.0,1.4,424382,0,1, Marine Parade,15,33.0,42.0,1349.0,1394.0,740.0,0.9972411688740268
THE SERENNO,0,1879.0,2630.0,1.4,438750,0,1, Geylang,15,27.0,33.0,1652.0,1652.0,1236.0,1.006474564735173
THE SHELFORD,0,21471.0,30060.0,1.4,286888,1,1, Bukit Timah,11,38.0,215.0,2091.0,2273.0,595.0,0.4521541477767527
THE SHORE RESIDENCES,0,16853.0,35388.0,2.1,439893,1,0, Marine Parade,15,29.0,48.0,1779.0,1970.0,1002.0,1.503965585261527
THE SIENA,0,2744.0,3842.0,1.4,266630,0,0, Bukit Timah,10,27.0,54.0,1710.0,2467.0,1588.0,0.3802380665470759
THE SIERRA,0,2938.0,6191.0,2.11,277125,0,0, Bukit Timah,10,45.0,6.0,1660.0,1660.0,588.0,0.7682106264536429
THE SILVER FIR,0,765.0,588.0,0.77,439424,0,1, Geylang,15,30.0,33.0,1527.0,1574.0,845.0,0.6429150491095612
THE SILVERTON,0,1003.0,1404.0,1.4,438818,0,1, Marine Parade,15,44.0,8.0,1455.0,1455.0,484.0,1.183321560065029
THE SIXTH AVENUE RESIDENCES,0,16056.0,22480.0,1.4,276537,1,1, Bukit Timah,10,34.0,175.0,1867.0,2323.0,801.0,0.6444567204791312
THE SKYWOODS,0,17546.0,36847.0,2.1,677661,1,0, Bukit Panjang,23,27.0,42.0,1450.0,1557.0,1042.0,0.6208548185559027
THE SOLITAIRE,0,6571.0,10513.0,1.6,259829,1,1, Tanglin,10,34.0,59.0,2236.0,2403.0,1346.0,0.5749161704228839
THE SORRENTO,0,7031.0,9843.0,1.4,127365,1,1, Clementi,5,28.0,131.0,1606.0,1717.0,1115.0,2.050482889844217
THE SOUND,0,7286.0,10135.0,1.39,429069,1,1, Bedok,15,30.0,14.0,1810.0,1906.0,1272.0,1.221248974028303
THE SOVEREIGN,0,13370.0,37434.0,2.8,437920,1,1, Marine Parade,15,50.0,87.0,2214.0,2214.0,531.0,1.419933231687478
THE SPECTRUM,0,6556.0,9178.0,1.4,117503,1,1, Queenstown,5,38.0,72.0,1206.0,1230.0,446.0,1.745143173590409
THE SPINNAKER,0,1731.0,4847.0,2.8,307788,0,1, Novena,11,44.0,36.0,1639.0,1756.0,624.0,0.6951786003086822
THE SPRINGBLOOM,0,24308.0,51047.0,2.1,556119,1,0, Serangoon,19,44.0,372.0,1271.0,1415.0,304.0,0.06025053939165829
THE SPRINGS,0,2270.0,6357.0,2.8,308144,0,1, Novena,11,40.0,62.0,1626.0,1682.0,695.0,0.3473429434945426
THE STELLAR,0,13237.0,18531.0,1.4,126820,1,1, Clementi,5,35.0,162.0,1472.0,1561.0,401.0,1.825358293863016
THE STERLING,0,16046.0,33215.0,2.07,596288,1,1, Bukit Timah,21,43.0,232.0,1910.0,2098.0,533.0,0.188840500317538
THE STRADIA,0,766.0,2297.0,3.0,545571,0,1, Hougang,19,50.0,8.0,922.0,922.0,321.0,0.9444179218375878
THE SUITES AT CENTRAL,0,7287.0,20404.0,2.8,239897,1,1, River Valley,9,34.0,157.0,2553.0,2691.0,1250.0,0.306533036024538
THE SUMMIT,0,30033.0,42993.0,1.43,466499,1,1, Bedok,16,52.0,242.0,1543.0,1672.0,380.0,1.454540810228282
THE SUNNIDORA,0,777.0,1088.0,1.4,426223,0,1, Bedok,15,37.0,12.0,1277.0,1277.0,396.0,0.6042958098743196
THE SUNNIFLORA,0,760.0,1064.0,1.4,426231,0,1, Bedok,15,38.0,12.0,1249.0,1249.0,570.0,0.5926267972771553
THE SUNNYDALE,0,6545.0,9156.0,1.4,556124,1,0, Serangoon,19,42.0,7.0,1186.0,1195.0,360.0,0.4604827963337835
THE SUNSHINE,0,1950.0,5439.0,2.79,535689,0,1, Serangoon,19,40.0,45.0,1257.0,1288.0,388.0,0.4277979886212201
THE TAIPAN,0,1800.0,2520.0,1.4,468721,0,1, Bedok,16,40.0,26.0,1249.0,1283.0,416.0,1.409458799934005
THE TANAMERA,0,21976.0,46182.0,2.1,466663,1,0, Bedok,16,49.0,288.0,1010.0,1073.0,302.0,0.3198476450349025
THE TAPESTRY,0,21718.0,60810.0,2.8,528509,1,0, Tampines,18,22.0,861.0,1600.0,1797.0,1106.0,1.443992594424884
THE TATE RESIDENCES,0,6687.0,19030.0,2.85,229545,1,1, Newton,9,34.0,85.0,3088.0,3500.0,1760.0,0.4925335619355566
THE TEMBUSU,0,13035.0,27373.0,2.1,534006,1,1, Hougang,19,27.0,337.0,1779.0,1973.0,1180.0,0.6023481268248863
THE TENNERY,0,15645.0,34893.0,2.23,677727,1,0, Choa Chu Kang,23,29.0,338.0,1238.0,1431.0,932.0,0.1945786537982013
THE TESSARINA,0,26795.0,55483.0,2.07,276305,1,1, Bukit Timah,10,40.0,443.0,1980.0,2246.0,599.0,0.6999025986687987
THE TIER,0,814.0,2308.0,2.84,328373,0,1, Novena,12,32.0,48.0,1556.0,1649.0,1145.0,0.8498763120497912
THE TOMLINSON,0,2480.0,6945.0,2.8,249726,0,1, Orchard,10,41.0,29.0,2384.0,2429.0,1257.0,0.6866623731302477
THE TRE VER,0,68970.0,193117.0,2.8,350110,1,0, Toa Payoh,13,21.0,729.0,1850.0,2080.0,1429.0,0.6492737467858135
THE TREELINE,0,2287.0,3201.0,1.4,426313,0,1, Bedok,15,35.0,34.0,1415.0,1415.0,506.0,0.3922928066149068
THE TRESOR,0,7268.0,10175.0,1.4,269029,1,0, Bukit Timah,10,36.0,62.0,2474.0,2474.0,870.0,0.2553625946853946
THE TREVOSE,0,12700.0,17780.0,1.4,298088,1,0, Novena,11,42.0,142.0,1480.0,1730.0,357.0,0.3212999116754864
THE TRILINQ,0,24448.0,68455.0,2.8,128807,1,0, Clementi,5,26.0,755.0,1611.0,1843.0,964.0,0.5118797089965775
THE TRILLIUM,0,12983.0,36344.0,2.8,239432,1,1, Singapore River,9,33.0,231.0,2643.0,2971.0,1350.0,0.9856627630514666
THE TRIZON,0,18153.0,38126.0,2.1,276693,1,1, Bukit Timah,10,31.0,289.0,1976.0,2047.0,920.0,0.5757979113943568
THE TROPIC GARDENS,0,3929.0,5500.0,1.4,466456,1,1, Bedok,16,48.0,36.0,1105.0,1105.0,399.0,1.44307747103604
THE TROPICA,0,34900.0,73291.0,2.1,529771,1,0, Tampines,18,43.0,537.0,1046.0,1179.0,283.0,1.233835235878177
THE TWINS,0,2801.0,4481.0,1.6,259896,0,1, Newton,10,41.0,16.0,1279.0,1703.0,715.0,0.4639503554740493
THE URBANITE,0,1852.0,1029.0,0.56,219384,1,1, Kallang,8,29.0,46.0,1436.0,1734.0,1163.0,0.6578776213135635
THE VANDERLINT,0,696.0,976.0,1.4,429665,0,1, Marine Parade,15,30.0,2.0,1540.0,1593.0,1091.0,1.334417664550573
THE VENUE RESIDENCES,0,8200.0,28701.0,3.5,347838,0,0, Toa Payoh,13,26.0,266.0,1627.0,1787.0,1150.0,0.3135245769029752
THE VERANDAH RESIDENCES,0,8326.0,11656.0,1.4,117341,0,1, Queenstown,5,22.0,17.0,1946.0,2072.0,1530.0,0.4858834092231876
THE VERMONT ON CAIRNHILL,0,6749.0,10492.0,1.55,229745,0,1, Newton,9,30.0,158.0,2477.0,2922.0,1916.0,0.4216756761555996
THE VERTE,0,3095.0,4333.0,1.4,426146,0,1, Bedok,15,31.0,36.0,1418.0,1418.0,613.0,0.5010067103884756
THE VERVE,0,1853.0,5189.0,2.8,329138,1,1, Novena,12,31.0,16.0,1368.0,1733.0,606.0,0.5501994535584169
THE VESTA,0,1408.0,1916.0,1.36,425746,0,1, Bedok,15,35.0,2.0,1449.0,1449.0,605.0,0.8757403929584361
THE VIRIDIAN,0,2586.0,7242.0,2.8,329507,0,1, Novena,12,28.0,18.0,1399.0,1612.0,1082.0,0.8671084098162294
THE VISION,0,12000.0,33600.0,2.8,126790,1,0, Clementi,5,29.0,295.0,1491.0,1637.0,702.0,1.856669279995667
THE VUE,0,1691.0,2367.0,1.4,534958,0,1, Serangoon,19,30.0,5.0,1475.0,1596.0,895.0,0.4420538304716866
THE WARREN,0,29092.0,81457.0,2.8,689675,1,0, Choa Chu Kang,23,39.0,699.0,990.0,1101.0,347.0,0.1774512799246042
THE WATERGARDENS AT CANBERRA,0,27566.0,38593.0,2.2073144876325084,769310,1,0, Sembawang,27,39.48150357995227,448.0,1437.0,1593.0,1232.0,0.4305065141854407
THE WATERLINE,0,7348.0,10287.0,1.4,546692,1,1, Hougang,19,30.0,13.0,1272.0,1606.0,742.0,1.236581419601104
THE WATERSIDE,0,65588.0,137734.0,2.1,436879,1,1, Kallang,15,51.0,52.0,1779.0,1924.0,479.0,1.082425014793539
THE WHARF RESIDENCE,0,1702.0,6469.0,3.8,238002,1,0, River Valley,9,31.0,186.0,2117.0,2402.0,925.0,0.4498251961344535
THE WINDSOR,0,26812.0,37943.0,1.42,576189,1,1, Bishan,20,56.0,159.0,1249.0,1249.0,183.0,0.6731760862177308
THE WISTERIA,0,10145.0,28405.0,2.8,768694,0,0, Yishun,27,25.0,216.0,1251.0,1491.0,952.0,0.9117214215777102
THE WOODGROVE,0,10000.0,21270.96451425247,2.2073144876325084,738230,0,0, Woodlands,25,45.0,72.0,913.0,989.0,269.0,0.9228497473764528
THE WOODLEIGH RESIDENCES,0,25441.0,89043.0,3.5,367794,0,0, Toa Payoh,13,39.48150357995227,667.0,2190.0,2468.0,1732.0,0.1199673599612968
THE YARDLEY,0,2422.0,6780.0,2.8,534798,0,1, Serangoon,19,38.0,55.0,1517.0,1561.0,517.0,0.3018908362508373
THOMSON 800,0,27973.0,58743.0,2.1,298144,1,1, Toa Payoh,11,44.0,39.0,1719.0,1883.0,377.0,0.434924123702551
THOMSON EURO-ASIA,0,6065.0,16982.0,2.8,307605,1,1, Novena,11,41.0,136.0,2101.0,2212.0,704.0,0.2814648838566506
THOMSON GRAND,0,20848.0,43781.0,2.1,573913,1,0, Bishan,20,28.0,361.0,1547.0,1764.0,768.0,0.3711739271402543
THOMSON GROVE,0,18694.0,26332.0,1.41,787068,1,1, Ang Mo Kio,26,59.0,116.0,1528.0,1528.0,271.0,0.06006928238929786
THOMSON HILLS ESTATE,0,187.0,21270.96451425247,2.2073144876325084,574541,0,1, Ang Mo Kio,20,61.0,124.71927846674183,1222.0,1222.0,315.0,0.8793642762664223
THOMSON IMPERIAL COURT,0,3257.0,9772.0,3.0,574424,0,1, Bishan,20,44.0,36.0,1002.0,1007.0,299.0,0.4487839253669621
THOMSON IMPRESSIONS,0,10503.0,23982.0,2.28,576443,0,0, Bishan,20,25.0,288.0,1784.0,1943.0,1230.0,0.5279123208991487
THOMSON PLAZA,0,21185.0,63556.0,3.0,574408,0,0, Bishan,20,64.0,2.0,598.0,705.0,176.0,0.2235846512172012
THOMSON THREE,0,50197.0,105413.0,2.8,573883,0,0, Bishan,20,27.0,445.0,1731.0,1858.0,1062.0,0.3808463671276462
THOMSON V ONE,0,617.0,1852.0,3.0,575630,0,0, Bishan,20,36.0,21.0,1381.0,1552.0,671.0,0.3218061293011737
THOMSON V TWO,0,1690.0,5070.0,3.0,575629,0,1, Bishan,20,31.0,74.0,1666.0,1858.0,734.0,0.3104183743620507
THOMSON VIEW CONDOMINIUM,0,50197.0,105413.0,2.1,579580,1,0, Bishan,20,56.0,254.0,1302.0,1302.0,156.0,0.3250332390472641
THREE 11,0,3738.0,5234.0,1.4,574409,0,1, Bishan,20,28.0,65.0,1933.0,2070.0,1368.0,0.5294555854928634
THREE BALMORAL,0,2283.0,3540.0,1.55,259785,0,1, Tanglin,10,27.0,4.0,2135.0,2608.0,1562.0,0.8408271895592743
THREE BUCKLEY,0,1439.0,1965.0,1.37,309752,0,1, Novena,11,34.0,11.0,1520.0,1672.0,1473.0,0.5627258397465337
THREE THREE ROBIN,0,3576.0,5722.0,1.6,258208,0,1, Tanglin,10,38.0,36.0,2292.0,2389.0,764.0,0.4759564688157648
TIARA,0,10285.0,33940.0,3.3,239403,1,1, Singapore River,9,48.0,264.0,2079.0,2190.0,581.0,0.9816733806564104
TIARA VISTA,0,9256.203754831584,21270.96451425247,2.2073144876325084,425313,0,1, Bedok,15,53.0,124.71927846674183,1273.0,1273.0,1273.0,1.188217850063436
TIERRA VUE,0,10539.0,14755.0,1.4,424160,1,1, Bedok,15,34.0,129.0,1877.0,1890.0,717.0,1.442215671706947
TIONG BAHRU ESTATE,0,203.0,608.0,3.0,160055,1,1, Bukit Merah,3,39.48150357995227,124.71927846674183,2886.0,2886.0,444.0,0.64791269236934
TIVOLI GRANDE,0,3946.0,4198.0,1.06,427059,0,1, Marine Parade,15,31.0,82.0,1337.0,1611.0,864.0,0.8570780884424287
TOH TUCK LODGE,0,922.0,1291.0,1.4,596221,0,1, Bukit Timah,21,40.0,1.0,1249.0,1249.0,257.0,0.6538453593907736
TOH YI COURT,0,4073.0,21270.96451425247,2.2073144876325084,596553,1,1, Bukit Timah,21,58.0,18.0,932.0,982.0,335.0,0.6718917179269306
TOMLINSON HEIGHTS,0,7143.0,20000.0,2.8,247855,1,1, Tanglin,10,29.0,7.0,3840.0,4645.0,2441.0,0.5996876794844895
TOP TEN,0,782.0,21270.96451425247,2.2073144876325084,229414,0,1, Newton,9,65.0,124.71927846674183,1650.0,1872.0,557.0,0.5145268876251228
TOPAZ MANSIONS,0,1290.0,1807.0,1.4,327848,0,1, Kallang,12,50.0,14.0,994.0,997.0,431.0,0.4783133232259279
TORIE MANSIONS,0,1267.0,1774.0,1.4,428618,0,1, Geylang,15,50.0,12.0,1016.0,1016.0,459.0,0.8685887042287862
TOWNHOUSE APARTMENTS,0,4168.0,8752.0,2.1,229627,0,0, Newton,9,39.48150357995227,48.0,1104.0,1156.0,231.0,0.6175907479242689
TREASURE AT TAMPINES,0,65233.0,182653.0,2.8,520118,1,0, Tampines,18,39.48150357995227,223.0,1565.0,1826.0,1092.0,0.7973781686378527
TREASURE GARDENS,0,1562.0,2187.0,1.4,545708,0,1, Hougang,19,38.0,22.0,978.0,1101.0,358.0,0.5788254932236985
TREASURE LOFT,0,301.0,422.0,1.4,307856,0,1, Novena,11,39.0,8.0,1367.0,1388.0,507.0,0.6774932803054895
TREASURE MANSIONS,0,754.0,1056.0,1.4,546242,0,1, Hougang,19,38.0,12.0,1078.0,1112.0,373.0,0.8406856369406144
TREASURE PLACE,0,29659.0,41523.0,3.8,119174,1,1, Queenstown,5,37.0,54.0,1341.0,1416.0,488.0,0.5335921313235172
TREE HOUSE,0,22700.0,47671.0,2.1,679517,1,0, Bukit Panjang,23,30.0,429.0,1275.0,1416.0,616.0,0.8785828538611589
TREESCAPE,0,1099.0,1456.0,1.33,425259,0,1, Bedok,15,29.0,3.0,1314.0,1558.0,1035.0,1.172937751737649
TRELLIS TOWERS,0,15938.0,47815.0,3.0,319773,1,1, Toa Payoh,12,43.0,384.0,1808.0,1883.0,392.0,0.4865445701514821
TRENDALE TOWER,0,2017.0,6753.0,2.8,229681,0,1, Newton,9,61.0,18.0,1590.0,1715.0,586.0,0.3792733856901938
TRESALVEO,0,10841.0,22766.0,2.1,573963,1,1, Bishan,20,31.0,176.0,1701.0,1787.0,902.0,0.3027078979411192
TREVISTA,0,13961.0,58636.0,4.2,319581,1,0, Toa Payoh,12,32.0,59.0,1600.0,1735.0,702.0,0.3404718147256239
TREVOSE PARK,0,19448.0,27228.0,1.4,298063,1,1, Novena,11,52.0,15.0,1972.0,2121.0,515.0,0.4306556841048328
TRIBECA,0,4923.0,18706.0,3.8,239497,1,1, Singapore River,9,33.0,175.0,2254.0,2525.0,999.0,0.9924288596517356
TRILIGHT,0,912.0,2555.0,2.8,307945,1,1, Novena,11,31.0,25.0,2161.0,2343.0,1500.0,0.3207964097670815
TRILIVE,0,8320.0,17473.0,2.1,533901,1,1, Hougang,19,25.0,222.0,1689.0,1811.0,1359.0,0.7343762758837141
TROPICAL SPRING,0,14017.0,32238.0,2.3,529874,1,0, Tampines,18,41.0,242.0,969.0,1083.0,280.0,0.3165843417890167
TROPICANA CONDOMINIUM,0,4951.0,21270.96451425247,2.2073144876325084,488067,1,0, Tampines,16,49.0,4.0,1146.0,1146.0,293.0,0.07092544845575917
TURQUOISE,0,11103.0,20200.0,1.82,98393,1,0, Southern Islands,4,33.0,91.0,1535.0,2772.0,1166.0,0.7190341354331551
TWENTYONE ANGULLIA PARK,0,4563.0,12775.0,2.8,239974,1,1, River Valley,9,29.0,54.0,3905.0,5560.0,2989.0,0.2466133406150414
TWIN REGENCY,0,5554.0,15551.0,2.8,169277,1,1, Bukit Merah,3,36.0,234.0,1935.0,2011.0,598.0,0.2478388455009339
TWIN VEW,0,12343.0,34561.0,2.8,126755,1,0, Clementi,5,22.0,52.0,1667.0,1793.0,1214.0,1.566484633487264
TWO8ONE STUDIO,0,155.0,433.0,2.8,238322,0,0, River Valley,9,31.0,7.0,1125.0,1740.0,1050.0,0.5126567026681617
TYRWHITT 139,0,831.0,2493.0,3.0,207557,0,1, Kallang,8,34.0,48.0,1620.0,1742.0,838.0,0.4101746461245598
UBER 388,0,3434.0,4807.0,1.4,466477,1,1, Bedok,16,29.0,95.0,1652.0,1743.0,1052.0,1.530576846701488
UE SQUARE,0,17671.0,68918.0,3.9,238274,0,0, Singapore River,9,46.0,495.0,1972.0,2075.0,536.0,0.2329423965587305
UNITED MANSION,0,5135.0,6129.0,2.2073144876325084,458996,0,1, Bedok,15,75.0,48.0,1611.0,1647.0,296.0,1.411145829946097
UPPER SERANGOON SHOPPING CENTRE,0,3992.0,11176.0,2.8,534626,0,1, Hougang,19,61.0,8.0,1107.0,1107.0,274.0,0.7190855791097348
URBAN HERITAGE,0,426.0,259.0,0.61,329701,0,1, Novena,12,28.0,15.0,1419.0,1584.0,823.0,0.9675879715446885
URBAN LOFTS,0,136.0,409.0,3.0,218375,0,1, Kallang,8,33.0,46.0,1306.0,1763.0,869.0,0.2028540691250822
URBAN RESIDENCES,0,1915.0,2681.0,1.4,534051,0,1, Hougang,19,29.0,47.0,1349.0,1395.0,854.0,0.7328989227208409
URBAN RESORT CONDOMINIUM,0,5318.0,14891.0,2.8,229657,1,1, Newton,9,30.0,64.0,2476.0,3208.0,1779.0,0.465960304905401
URBAN SUITES,0,8665.0,24261.0,2.8,229157,1,1, Newton,9,30.0,165.0,3137.0,3305.0,1697.0,0.3788152902619857
URBAN VISTA,0,13999.0,39196.0,2.8,465417,1,0, Bedok,16,27.0,582.0,1452.0,1763.0,965.0,0.1857478095287141
URBANA,0,5491.0,15374.0,2.8,238427,1,1, River Valley,9,36.0,126.0,2574.0,2574.0,810.0,0.5875520519888661
V ON SHENTON,0,6778.0,21270.96451425247,2.2073144876325084,68814,1,0, Downtown Core,1,26.0,51.0,2132.0,3225.0,1672.0,0.7190341354331551
VA RESIDENCES,0,1045.0,2925.0,2.8,329583,0,1, Novena,12,27.0,52.0,1499.0,1663.0,1112.0,0.6995551305163407
VALLEY MANSION,0,4539.0,6355.0,1.4,238636,0,1, River Valley,9,39.48150357995227,5.0,1648.0,1648.0,535.0,0.4376683131438811
VALLEY PARK,0,39980.0,111944.0,2.8,248358,1,0, Tanglin,10,46.0,728.0,2060.0,2220.0,386.0,0.8072141623879517
Van Holland,0,4428.0,21270.96451425247,1.4,278583,1,1, Bukit Timah,10,39.48150357995227,69.0,2939.0,3237.0,2570.0,0.164682446300127
VANADIUM,0,1939.0,2704.0,1.39,219405,0,1, Kallang,8,36.0,35.0,1365.0,1476.0,503.0,0.6993981969138008
VARSITY PARK CONDOMINIUM,0,51689.0,72364.0,1.4,126826,1,0, Clementi,5,35.0,53.0,1311.0,1445.0,335.0,1.922977396018765
VENEZIO,0,2714.0,3799.0,1.4,466520,0,1, Bedok,16,37.0,4.0,1077.0,1239.0,317.0,1.437974951979159
VENTANA,0,3805.0,5327.0,1.4,118893,0,1, Queenstown,5,40.0,39.0,1412.0,1433.0,549.0,0.3357660670593942
VENTUNO BALMORAL,0,2503.0,4005.0,1.6,259805,0,1, Tanglin,10,35.0,35.0,2208.0,2208.0,1004.0,0.6901789918693477
VENTURA VIEW,0,1228.0,1720.0,1.4,424292,0,1, Geylang,15,31.0,24.0,680.0,1405.0,528.0,0.7245917009398563
VERANDA,0,2102.0,3041.0,1.45,425666,0,1, Bedok,15,39.0,24.0,1378.0,1468.0,293.0,1.023490597641246
VERDALE,0,14235.0,19929.0,1.4,599449,0,0, Bukit Timah,21,39.48150357995227,258.0,1868.0,1981.0,1606.0,0.7913100089047981
VERDURE,0,7119.0,9966.0,1.4,258865,1,1, Tanglin,10,31.0,75.0,1742.0,1953.0,1179.0,0.9469326996964277
VERSAILLES,0,4926.0,10345.0,2.1,438686,1,1, Geylang,15,49.0,55.0,1558.0,1558.0,378.0,0.420754847600596
VERSILIA ON HAIG,0,4933.0,13811.0,2.8,438639,1,1, Geylang,15,33.0,128.0,1749.0,1790.0,798.0,0.7307753409765845
VERTICUS,0,4072.0,11402.0,2.8,329343,0,1, Novena,12,39.48150357995227,162.0,2180.0,2333.0,1773.0,0.7808660354187882
VERTIS,0,19851.0,55583.0,2.8,439979,0,1, Marine Parade,15,34.0,42.0,1759.0,1759.0,630.0,1.495278481279203
VETRO,0,696.0,1926.0,2.77,328703,0,0, Kallang,12,33.0,32.0,1367.0,1367.0,774.0,0.8395964805472774
VICTORY HEIGHTS,0,1190.0,3333.0,2.8,328842,0,1, Novena,12,46.0,34.0,1008.0,1027.0,433.0,1.071253658137843
VICTORY POINT,0,322.0,965.0,3.0,329722,0,1, Novena,12,39.48150357995227,124.71927846674183,3281.0,1813.8640350877192,813.2774122807018,0.9989428959921871
VIDA,0,3308.0,9267.0,2.8,228307,0,1, Newton,9,34.0,137.0,2096.0,3089.0,1233.0,0.4221161353215268
VIEW AT KISMIS,0,8441.0,13000.0,1.4,596187,0,0, Bukit Timah,21,39.48150357995227,186.0,1961.0,1963.0,1540.0,0.7751865802801078
VILLA AZURA,0,4853.0,7765.0,1.6,279871,1,1, Bukit Timah,10,44.0,53.0,1607.0,1720.0,548.0,0.4844489988645385
VILLA CHANCERITA,0,3063.0,21270.96451425247,2.2073144876325084,309657,0,1, Novena,11,51.0,15.0,1397.0,1397.0,482.0,0.8344591231851968
VILLA CHANCERY,0,8302.0,21270.96451425247,2.2073144876325084,309568,1,1, Novena,11,57.0,26.0,1850.0,1994.0,502.0,0.6623225225996627
VILLA DE WEST,0,8808.0,12331.0,1.4,118719,1,1, Queenstown,5,48.0,83.0,1188.0,1285.0,415.0,1.403045406480709
VILLA DELLE ROSE,0,27660.0,38120.0,1.38,257743,1,1, Tanglin,10,61.0,14.0,1528.0,1539.0,302.0,0.7771221445284541
VILLA DES FLORES,0,9698.0,21270.96451425247,2.2073144876325084,297820,1,1, Novena,11,58.0,41.0,1357.0,1417.0,406.0,0.8894602485737301
VILLA MARINA,0,42800.0,60393.0,1.41,457398,1,0, Bedok,15,44.0,432.0,1161.0,1686.0,288.0,1.454051469898128
VILLA MARTIA,0,5294.0,7410.0,1.4,424808,1,1, Bedok,15,43.0,58.0,1508.0,1555.0,553.0,1.607322070234874
VILLAGE TOWER,0,5909.0,12410.0,2.1,276955,1,1, Bukit Timah,10,60.0,46.0,1759.0,1759.0,408.0,0.412325302693215
VILLAS LAGUNA,0,3740.0,5238.0,1.4,466472,1,1, Bedok,16,50.0,31.0,1244.0,1249.0,414.0,1.449293723674263
VILLE ROYALE,0,4798.0,6623.0,1.38,238351,1,1, River Valley,9,50.0,43.0,1804.0,1804.0,612.0,0.5182566314333111
VINA LODGE,0,1292.0,1809.0,1.4,545779,0,1, Hougang,19,41.0,12.0,1032.0,1032.0,357.0,0.8701844021102033
VISIONCREST,0,13646.0,24212.0,1.77,238467,0,1, Museum,9,36.0,265.0,2201.0,2700.0,987.0,0.3823339086869607
VISTA RESIDENCES,0,11115.0,9969.0,0.9,329425,1,1, Novena,12,30.0,28.0,1744.0,1932.0,940.0,0.7029947026087907
VITRA,0,1189.0,1665.0,1.4,423679,0,1, Marine Parade,15,35.0,17.0,1521.0,1521.0,490.0,1.136897582389079
VIVA,0,11828.0,33119.0,2.8,307462,1,1, Novena,11,31.0,235.0,2503.0,2555.0,1242.0,0.5364926092785754
VIVA VISTA,0,2581.0,2874.0,1.11,118136,0,1, Queenstown,5,29.0,144.0,1616.0,1910.0,1128.0,0.5480906827995122
VIVACE,0,1119.0,4252.0,3.8,238011,0,0, River Valley,9,31.0,85.0,2085.0,2491.0,1445.0,0.4064334637714234
VIZ AT HOLLAND,0,9682.0,15490.0,1.6,276750,1,1, Bukit Timah,10,35.0,165.0,1784.0,1949.0,513.0,0.741110223661774
